Designator,Footprint,Quantity,Value,LCSC Part #
"C1, C2",0603,2,390pF,
C3,0805,1,3.3uF,
"C4, C5, C6, C9",0603,4,1uF,
"C7, C8",0603,2,0.1uF,
D1,D_SOD-323F,1,15V,
D2,0805,1,LED_Small,
J1,SOFNG_MC-311D_12P_Female_USB-C_Connector,1,USB-C Power,
"J2, J4",PinHeader_1x12_P2.54mm_Vertical,2,Conn_01x12,
"Q1, Q2",Diodes_PowerDI3333-8,2,DMP3013SFV,
"R1, R3",0603,2,5.1K,
"R2, R4, R6",0603,3,1K,
R5,0603,1,10K,
R7,0603,1,47K,
R8,0603,1,2K4,
U1,QFN-24-1EP_4x4mm_P0.5mm_EP2.7x2.7mm,1,CYPD3177,
